date,CLOSE,OPEN,HIGH,LOW,VOLUME
2020-12-18,695.0,668.90002,695.0,628.53998,223285389
2020-12-21,649.85999,666.23999,668.5,646.07001,57883583
2020-12-22,640.34003,648.0,649.88,614.22998,51756764
2020-12-23,645.97998,632.20001,651.49988,622.57013,33059469
2020-12-24,661.77002,642.98999,666.09003,641.0,22813214
2020-12-28,663.69,674.51001,681.40002,660.79999,32232732
2020-12-29,665.98999,661.0,669.90002,655.0,22867542
2020-12-30,694.78003,672.0,696.59998,668.36029,42766263
2020-12-31,705.66998,699.98999,718.71997,691.12,49544141
2021-01-04,729.77002,719.46002,744.48993,717.18951,48550251
2021-01-05,735.10999,723.65997,740.84003,719.20001,32104628
2021-01-06,755.97998,758.48999,774.0,749.09998,44403747
2021-01-07,816.03998,777.63,816.98999,775.20001,51368871
2021-01-08,880.02002,856.0,884.48999,838.39001,74913552
2021-01-11,811.19,849.40002,854.42999,803.62219,59408889
2021-01-12,849.44,831.0,868.0,827.34003,46106839
2021-01-13,854.40997,852.76001,860.46997,832.0,33221474
2021-01-14,845.0,843.39001,863.0,838.75,31212520
2021-01-15,826.15997,852.0,859.90002,819.09998,38668597
2021-01-19,844.54999,837.79999,850.0,833.0,25296562
2021-01-20,850.45001,858.73999,859.5,837.28003,25575516
2021-01-21,844.98999,855.0,855.71991,841.4201,20556043
2021-01-22,846.64001,834.31,848.0,828.62,19954537
2021-01-25,880.79999,855.0,900.40002,838.82013,41045594
2021-01-26,883.09003,891.38,895.90002,871.59998,23061876
2021-01-27,864.15997,870.34998,891.5,858.65997,27217910
2021-01-28,835.42999,820.0,848.0,801.0,26309015
2021-01-29,793.53003,830.0,842.40997,780.09998,34883307
2021-02-01,839.81,814.28998,842.0,795.56012,25275956
2021-02-02,872.78998,844.67999,880.5,842.20062,24267558
2021-02-03,854.69,877.02002,878.08002,853.06458,18306517
2021-02-04,849.98999,855.0,856.5,833.41998,15761692
2021-02-05,852.22998,845.0,864.77002,838.96997,18522822
2021-02-08,863.41998,869.66998,877.77002,854.75,20132402
2021-02-09,849.46002,855.12,859.79999,841.75,15135737
2021-02-10,804.82001,843.63501,844.82001,800.02002,36132880
2021-02-11,811.65997,812.44,829.87988,801.72498,21590303
2021-02-12,816.12,801.26001,817.33002,785.33063,23699167
2021-02-16,796.21997,818.0,821.0,792.44,19746585
2021-02-17,798.15002,779.09003,799.84003,762.01001,26001410
2021-02-18,787.38,780.90002,794.69,776.27002,18198537
2021-02-19,781.29999,795.0,796.78992,777.37,18913271
2021-02-22,714.5,762.64001,768.5,710.20001,37182312
2021-02-23,698.84003,662.13,713.60992,619.0,66731850
2021-02-24,742.02002,711.84998,745.0,694.16998,36690581
2021-02-25,682.21997,726.15002,737.2066,670.58002,38944934
2021-02-26,675.5,700.0,706.70001,659.51001,40989068
2021-03-01,718.42999,690.10999,872.0,685.04999,27070056
2021-03-02,686.44,718.28003,721.10999,685.0,23699073
2021-03-03,653.20001,687.98999,700.70001,651.70502,30139543
2021-03-04,621.44,655.79999,873.94,600.0,65833694
2021-03-05,597.95001,626.06,627.84192,539.48999,89196849
2021-03-08,563.0,600.54999,620.125,558.78998,51690394
2021-03-09,673.58002,608.17999,678.09003,595.21002,67345141
2021-03-10,668.06,700.29999,717.84998,655.06,60385092
2021-03-11,699.59998,699.40002,702.5,677.17999,36172307
2021-03-12,693.72998,670.0,694.88,666.1394,33519005
2021-03-15,707.94,694.09003,713.17999,684.03998,29369385
2021-03-16,676.88,703.34998,707.91998,671.0,32088718
2021-03-17,701.81,656.87,703.72998,651.01001,40253337
2021-03-18,653.15997,684.28998,689.22998,652.0,33300560
2021-03-19,654.87,646.59998,657.22998,624.62012,42758528
2021-03-22,670.0,684.59003,699.62,668.75,39426867
2021-03-23,662.15997,675.77002,677.79999,657.51001,30422732
2021-03-24,630.27002,667.90997,668.02002,630.10999,33717510
2021-03-25,640.39001,613.0,645.5,609.5,39173906
2021-03-26,618.71002,641.87,643.82001,599.89001,33755193
2021-03-29,611.28998,615.64001,616.47998,596.02002,28592602
2021-03-30,635.62,601.75,637.65997,591.01001,39372280
2021-03-31,667.92999,646.62,672.0,641.10999,33269796
2021-04-01,661.75,688.37,692.42029,659.41998,35258118
2021-04-05,691.04999,707.71002,708.15997,684.70001,41774395
2021-04-06,691.62,690.29999,696.54999,681.37,28238794
2021-04-07,670.96997,687.0,691.38,667.84003,26261932
2021-04-08,683.79999,677.38,689.54993,671.64502,23895780
2021-04-09,677.02002,677.77002,680.96997,669.42999,21408110
2021-04-12,701.97998,685.70001,704.79999,682.09003,29085879
2021-04-13,762.32001,712.70001,763.0,710.65997,44598101
2021-04-14,732.22998,770.70001,780.78998,728.03003,48933590
2021-04-15,738.84998,743.09998,743.69,721.31,27798914
2021-04-16,739.78003,728.65002,749.40997,724.59998,27990635
2021-04-19,714.63,719.59998,725.40002,691.80011,39636915
2021-04-20,718.98999,717.41998,737.25,710.685,35567477
2021-04-21,744.12,704.77002,744.84003,698.0,31145411
2021-04-22,719.69,741.5,753.77002,718.03998,35503423
2021-04-23,729.40002,719.79999,737.35999,715.46002,28323414
2021-04-26,738.20001,741.0,749.29999,732.60529,30994492
2021-04-27,704.73999,717.96002,724.0,703.3501,29364528
2021-04-28,694.40002,696.40997,708.5,693.59998,22212713
2021-04-29,677.0,699.51001,702.25,668.50018,28788594
2021-04-30,709.44,667.59003,715.46997,666.14001,40661016
2021-05-03,684.90002,703.79999,706.0,680.5,26991317
2021-05-04,673.59998,678.94,683.44641,657.70099,29673044
2021-05-05,670.94,681.06,685.29547,667.34003,21871395
2021-05-06,663.53998,680.76001,681.02002,650.0,27741003
2021-05-07,672.37,665.79999,690.0,660.21997,23440244
2021-05-10,629.03998,664.90002,665.04999,627.61011,31322967
2021-05-11,617.20001,599.23999,627.09991,595.59998,46430411
2021-05-12,589.89001,602.48999,620.40997,586.76501,33740654
2021-05-13,571.69,601.54498,606.4599,559.65002,44099996
2021-05-14,589.73999,583.40997,592.87,570.46002,33322067
2021-05-17,576.83002,575.55298,589.72998,561.20001,32315432
2021-05-18,577.87,568.0,596.25,563.38,36761894
2021-05-19,563.46002,552.54999,566.21002,546.97998,39491964
2021-05-20,586.78003,575.0,588.84998,571.07001,30765744
2021-05-21,580.88,596.10999,596.67999,580.0,26193675
2021-05-24,606.44,581.59998,614.47998,573.65002,34439259
2021-05-25,604.69,607.31,613.98999,595.71002,27956024
2021-05-26,619.13,607.56,626.16998,601.5,28587229
2021-05-27,630.84998,620.23999,631.13,616.21002,26305010
2021-05-28,625.21997,628.5,635.59003,622.38,22696989
2021-06-01,623.90002,627.79999,633.79999,620.54999,18037129
2021-06-02,605.12,620.13,623.35999,599.14001,23235454
2021-06-03,572.84003,601.79999,604.54999,571.21997,30021315
2021-06-04,599.04999,579.71002,600.60999,577.20001,24037560
2021-06-07,605.13,591.82501,610.0,582.88,22503204
2021-06-08,603.59003,623.01001,623.09003,595.5,26032862
2021-06-09,598.78003,602.16998,611.78998,597.63013,16558208
2021-06-10,610.12,603.88,616.59003,600.5,23888671
2021-06-11,609.89001,610.22998,612.56,601.52002,16130055
2021-06-14,617.69,612.22998,625.48999,609.17999,20390209
2021-06-15,599.35999,616.69,616.78998,598.22998,17733534
2021-06-16,604.87,597.53497,608.5,593.5,22009648
2021-06-17,616.59998,601.888,621.46997,601.34003,22668378
2021-06-18,623.31,613.37,628.34998,611.79999,24563987
2021-06-21,620.83002,624.47998,631.39001,608.88,24752700
2021-06-22,623.71002,618.25,628.56927,615.5,19126543
2021-06-23,656.57001,632.0,657.20398,630.03998,31028772
2021-06-24,679.82001,674.98999,697.62,667.60999,45894955
2021-06-25,671.87,689.58002,693.81,668.70001,32355000
2021-06-28,688.71997,671.64001,694.69989,670.32001,21595307
2021-06-29,680.76001,684.65002,687.50989,675.89001,17291582
2021-06-30,679.70001,679.77002,692.81,678.14001,18826276
2021-07-01,677.91998,683.91998,687.98999,672.79999,18601290
2021-07-02,678.90002,678.97998,700.0,673.26001,27056651
2021-07-06,659.58002,681.71149,684.0,651.40021,23216879
2021-07-07,644.65002,664.27002,665.70001,638.32001,18751873
2021-07-08,652.81,628.37,654.42999,620.46002,22732135
2021-07-09,656.95001,653.185,658.90997,644.69,18105605
2021-07-12,685.70001,662.20001,687.23999,662.16101,25882376
2021-07-13,668.53998,686.32001,693.28003,666.29578,20928277
2021-07-14,653.38,670.75,678.60992,652.84003,21594507
2021-07-15,650.59998,658.39001,666.14001,637.88,20177716
2021-07-16,644.21997,654.67999,656.69989,642.20001,16396778
2021-07-19,646.21997,629.89001,647.19989,621.28998,21238525
2021-07-20,660.5,651.98999,662.3916,640.50098,15461284
